Name,Platform,Year,Genre,Publisher
Stronghold Kingdoms,PC,2011,Strategy,DTP Entertainment
Fabulous Finds,DS,2009,Puzzle,ValuSoft
Vacation Sports,Wii,2009,Sports,Ubisoft
Daito Giken Koushiki Pachi-Slot Simulator: Hihouden,PS2,2006,Misc,Daito
PDC World Championship Darts: Pro Tour,Wii,2010,Sports,O-Games
Pimp My Ride,Wii,2008,Racing,Activision
Surf's Up,PSP,2007,Sports,Ubisoft
Invizimals: The Lost Tribes,PSP,2011,Action,Sony Computer Entertainment
Let's Play Garden,DS,2010,Simulation,Deep Silver
NHL Hitz 20-03,XB,2002,Sports,Midway Games
Murakumo: Renegade Mech Pursuit,XB,2002,Shooter,From Software
Heavy Fire: Afghanistan,Wii,2011,Shooter,Mastiff
Samurai Warriors 4-II,PS4,2015,Action,Tecmo Koei
Open Season,X360,2006,Platform,Ubisoft
WireWay,DS,2009,Adventure,Konami Digital Entertainment
Gun Metal,XB,2002,Shooter,Rage Software
Just In Time Translations,DS,2009,Misc,THQ
John Daly's ProStroke Golf,PS3,2010,Sports,O-Games
Pro Yaky? Spirits 5,PS3,2008,Sports,Konami Digital Entertainment
Samurai Warriors 4-II,PS3,2015,Action,Tecmo Koei
BloodRayne,GC,2002,Shooter,Universal Interactive
The Hardy Boys: The Hidden Theft,Wii,2009,Adventure,The Adventure Company
Metal Slug 4 & 5,PS2,2005,Shooter,SNK Playmore
Pac-Man and the Ghostly Adventures 2,X360,2014,Adventure,Namco Bandai Games
ECW Anarchy Rulz,PS,1999,Fighting,Acclaim Entertainment
InuYasha: A Feudal Fairy Tale,PS,2002,Fighting,Namco Bandai Games
Gem Quest: 4 Elements,DS,2011,Puzzle,Mastertronic
Funky Barn,3DS,2012,Simulation,Ubisoft
J-League Winning Eleven 9: Asia Championship,PS2,2005,Sports,Konami Digital Entertainment
Sabrina The Teenage Witch: Potion Commotion,GBA,2002,Action,Ubisoft
Pac-Man Pinball Advance,GBA,2005,Misc,Zoo Digital Publishing
Pocket Pets,DS,2007,Simulation,O3 Entertainment
Yu Yu Hakusho: Tournament Tactics,GBA,2004,Strategy,Atari
Home Run King,GC,2002,Sports,Sega
Power Rangers: Super Legends,DS,2007,Action,Disney Interactive Studios
To Heart 2: Dungeon Travelers,PSP,2011,Adventure,Aqua Plus
Where the Wild Things Are,X360,2009,Platform,Warner Bros. Interactive Entertainment
Lost in Blue,DS,2005,Adventure,Konami Digital Entertainment
Criminal Girls: Invite Only,PSV,2013,Role-Playing,Nippon Ichi Software
WWE All Stars,PS2,2011,Fighting,THQ
MLB Power Pros,PS2,2007,Sports,Konami Digital Entertainment
Truth or Lies,X360,2010,Misc,THQ
Virtua Fighter CG Portrait Series Vol.1: Sarah Bryant,SAT,1995,Misc,Sega
Kousoku Card Battle: Card Hero,DS,2007,Strategy,Nintendo
AirForce Delta Strike,PS2,2004,Simulation,Konami Digital Entertainment
Dora's Big Birthday Adventure,Wii,2010,Misc,Take-Two Interactive
Tokimeki Memorial: Girl's Side 2nd Season,DS,2008,Adventure,Konami Digital Entertainment
Disney's Peter Pan: Return to Never Land,GBA,2002,Platform,Ubisoft
The Fairly Odd Parents: Breakin Da Rules,XB,2003,Platform,THQ
Monkey Island: Special Edition Collection,PS3,2011,Adventure,Activision
Capcom vs. SNK 2 EO,GC,2002,Fighting,Capcom
Hot Wheels Velocity X,GC,2002,Racing,THQ
Super Run For Money Tousouchuu Atsumare! Saikyou no Tousou Monotachi,3DS,2015,Action,Namco Bandai Games
Spyborgs,Wii,2009,Action,Capcom
American Girl: Julie Finds a Way,DS,2007,Adventure,THQ
Contra Advance: The Alien Wars EX,GBA,2002,Shooter,Konami Digital Entertainment
Jikkyou Powerful Pro Baseball 2016,PS3,2016,Sports,Konami Digital Entertainment
The History Channel: Battle for the Pacific,Wii,2007,Shooter,Activision
18 Wheels of Steel: Extreme Trucker 2,PC,2011,Racing,Rondomedia
Happy Feet Two,3DS,2011,Action,Warner Bros. Interactive Entertainment
Army Men: RTS,PS2,2002,Strategy,3DO
Mobile Suit Gundam: MS Sensen 0079,Wii,2007,Simulation,Namco Bandai Games
Pinball Hall of Fame: The Williams Collection,PSP,2008,Misc,System 3 Arcade Software
Space Chimps,X360,2008,Platform,Brash Entertainment
The Spiderwick Chronicles,X360,2008,Action,Vivendi Games
Project CARS,PC,2015,Racing,Slightly Mad Studios
Green Lantern: Rise of the Manhunters,DS,2011,Action,Warner Bros. Interactive Entertainment
Eragon,PSP,2006,Action,Vivendi Games
Shin Kamaitachi no Yoru: 11 Hitome no Suspect,PS3,2011,Adventure,THQ
Guitar Rock Tour,DS,2007,Misc,Gameloft
Mortal Kombat: Deception,GC,2005,Fighting,Midway Games
ESPN NHL Hockey,XB,2003,Sports,Sega
Monster Lab,PS2,2008,Role-Playing,Eidos Interactive
XXX,GBA,2002,Action,Activision
Machinarium,PC,2009,Adventure,Daedalic
The Smurfs 2,PS3,2013,Platform,Ubisoft
Maximum Force,PS,1997,Shooter,GT Interactive
NCIS 3D,3DS,2011,Adventure,Ubisoft
Worms Forts: Under Siege,PS2,2004,Strategy,Acclaim Entertainment
Alvin and the Chipmunks: Chipwrecked,DS,2011,Misc,505 Games
Totally Spies! Totally Party,Wii,2008,Misc,Ubisoft
Smash Court Tennis 3,X360,2007,Sports,Atari
ATV Quad Kings,DS,2010,Racing,Storm City Games
Naruto Shippuden: Naruto vs. Sasuke,DS,2008,Action,Takara Tomy
DualPenSports,3DS,2011,Sports,Namco Bandai Games
Project: Snowblind,XB,2005,Action,Eidos Interactive
Astro Boy: The Video Game,PS2,2009,Action,D3Publisher
HOP,DS,2011,Platform,505 Games
Brave Story: New Traveler (US sales),PSP,2006,Role-Playing,Sony Computer Entertainment
Disney's Extreme Skate Adventure,XB,2003,Sports,Activision
Tales of Phantasia (PS1 & PSP Versions),PSP,2006,Role-Playing,Namco Bandai Games
Kouchuu Ouja Mushi King: Super Collection,DS,2007,Action,Sega
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,GC,2003,Action,THQ
Pac-Man World 2,GBA,2005,Action,Zoo Digital Publishing
Yoostar2,PS3,2011,Misc,Unknown
Avatar: The Last Airbender,PSP,2006,Adventure,THQ
Odama,GC,2006,Misc,Nintendo
Karaoke Revolution Presents American Idol Encore,X360,2008,Misc,Konami Digital Entertainment
FlatOut: Ultimate Carnage,X360,2007,Racing,Empire Interactive
Mobile Light Force 2,PS2,2002,Shooter,Taito
Naval Ops: Warship Gunner,PS2,2003,Simulation,Tecmo Koei
Soma Bringer,DS,2008,Role-Playing,Nintendo
Sesame Street: Ready; Set; Grover!,Wii,2011,Misc,Warner Bros. Interactive Entertainment
Shin Sangoku Musou 6 Special,PSP,2011,Action,Tecmo Koei
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,X360,2011,Action,THQ
Go! Sudoku (JP sales),PSP,2005,Puzzle,Sony Computer Entertainment
EA Replay,PSP,2006,Action,Electronic Arts
Paws & Claws Pet Vet: Australian Adventures,DS,2009,Simulation,THQ
Bionicle Heroes,GC,2006,Shooter,Eidos Interactive
Trauma Center: Under the Knife 2,DS,2008,Simulation,Atlus
Puss in Boots,DS,2011,Action,THQ
Split/Second,PSP,2010,Racing,Disney Interactive Studios
The Croods: Prehistoric Party!,Wii,2013,Misc,D3Publisher
The King of Fighters 2000/2001,PS2,2003,Fighting,Ignition Entertainment
Lunacy,SAT,1996,Adventure,Sega
Batman & Robin,PS,1998,Action,Acclaim Entertainment
Snowboard Kids 2,N64,1999,Sports,Atlus
Tonic Trouble,N64,1999,Platform,Ubisoft
Nuclear Strike 64,N64,1999,Simulation,THQ
Chameleon Twist,N64,1997,Platform,Sunsoft
Top Gear Rally 2,N64,1999,Racing,Kemco
Chopper Attack,N64,1997,Action,GT Interactive
Vigilante 8: 2nd Offense,N64,2000,Racing,Activision
Fighting Force 64,N64,1999,Action,Crave Entertainment
Thief (2014),PC,2014,Action,Square Enix
Rock Band: Metal Track Pack,Wii,2009,Misc,MTV Games
Pac-Man and the Ghostly Adventures 2,PS3,2014,Adventure,Namco Bandai Games
BlazBlue: Calamity Trigger Portable,PSP,2010,Fighting,PQube
Night at the Museum: Battle of the Smithsonian,X360,2009,Action,Majesco Entertainment
Street Fighter Collection,SAT,1996,Fighting,Capcom
Ninja Assault,PS2,2002,Shooter,Namco Bandai Games
Tales of Berseria,PS3,2016,Role-Playing,Namco Bandai Games
Samurai Warriors 4,PSV,2014,Action,Tecmo Koei
GunGriffon Blaze,PS2,2000,Simulation,Swing! Entertainment
Higurashi no Naku Koro ni Matsuri,PS2,2007,Adventure,Alchemist
Frontier Gate,PSP,2011,Role-Playing,Konami Digital Entertainment
Transformers: Devastation,PS3,2015,Action,Activision
Top Angler: Real Bass Fishing,PS2,2002,Sports,Xicat Interactive
Gabrielle's Ghostly Groove 3D,3DS,2011,Adventure,Funbox Media
Michael Phelps: Push the Limit,X360,2011,Sports,505 Games
Breakout,PS,1999,Puzzle,Hasbro Interactive
Frogger: Helmet Chaos,PSP,2005,Platform,Konami Digital Entertainment
AKB48+Me,3DS,2012,Action,Unknown
Touch Detective 2 1/2,DS,2007,Adventure,505 Games
Alias,PS2,2004,Action,Acclaim Entertainment
Planet 51,X360,2009,Action,Sega
Call of Juarez: The Cartel,PC,2011,Shooter,Ubisoft
Sakura Taisen Hanagumi Tsuushin,SAT,1997,Misc,Sega
Famicom Mini: Famicom Tantei Club - Kieta Koukeisha Zenkouhen,GBA,2004,Adventure,Nintendo
Tornado Outbreak,Wii,2009,Action,Konami Digital Entertainment
Pimp My Ride,X360,2006,Racing,Activision
Michael Jackson: The Experience,PSV,2011,Misc,Ubisoft
Astro Boy: The Video Game,Wii,2009,Action,D3Publisher
Outlaw Golf: Nine Holes of Christmas,XB,2002,Sports,Simon & Schuster Interactive
NHL Rivals 2004,XB,2003,Sports,Microsoft Game Studios
X-Men: Next Dimension,XB,2002,Fighting,Activision
Tyco RC: Assault with a Battery,PS,1999,Racing,Syscom
Felony 11-79,PS,1997,Racing,ASCII Entertainment
Terraria,PSV,2013,Action,Screenlife
Classic Road,SNES,1993,Sports,Victor Interactive
Bust-A-Move DS,DS,2005,Puzzle,505 Games
Nicktoons: Unite!,DS,2006,Adventure,THQ
SimAnimals Africa,DS,2009,Simulation,Electronic Arts
Death Jr.: Root of Evil,Wii,2008,Platform,Eidos Interactive
One Piece: Burning Blood,PSV,2016,Fighting,Namco Bandai Games
Panzer Dragoon Saga,SAT,1997,Role-Playing,Sega
Sonic Generations,PC,2011,Platform,Sega
Mushroom Men: Rise of the Fungi,DS,2008,Action,SouthPeak Games
Shining Ark,PSP,2013,Role-Playing,Sega
The Scorpion King: Rise of the Akkadian,GC,2002,Action,Universal Interactive
Backyard Baseball '10,Wii,2009,Sports,Atari
Transformers: Beast Wars Transmetals,PS,2000,Fighting,BAM! Entertainment
GiFTPiA,GC,N/A,Role-Playing,Unknown
Animal Planet: Vet Life,DS,2009,Simulation,Activision
My Little Sister Can't Be This Cute Portable,PSP,2012,Action,Namco Bandai Games
Silly Bandz: Play The Craze,DS,2010,Puzzle,Deep Silver
Charlie and the Chocolate Factory,XB,2005,Adventure,Global Star
Constantine,PS2,2005,Action,SCi
Where the Wild Things Are,PS3,2009,Platform,Warner Bros. Interactive Entertainment
Dynasty Tactics 2,PS2,2003,Strategy,Tecmo Koei
Real World Golf,PS2,2005,Sports,Valcon Games
Winter Heat,SAT,1996,Sports,Sega
Ty the Tasmanian Tiger 2: Bush Rescue,XB,2004,Platform,Electronic Arts
Digimon Story: Cyber Sleuth,PS4,2016,Role-Playing,Namco Bandai Games
JU-ON: The Grudge,Wii,2009,Action,Rising Star Games
Defender,GC,2002,Misc,Midway Games
Deca Sports DS,DS,2009,Sports,Hudson Soft
The Polar Express,GC,2004,Adventure,THQ
BMX XXX,XB,2002,Sports,Acclaim Entertainment
ATV: Quad Frenzy,DS,2005,Racing,Majesco Entertainment
Akiba's Trip: Undead & Undressed,PS3,2013,Action,Nippon Ichi Software
Backyard NFL Football '10,X360,2009,Sports,Atari
The Godfather: Mob Wars,PSP,2006,Action,Electronic Arts
Lady Sia,GBA,2001,Platform,TDK Mediactive
Rock Band: Metal Track Pack,PS2,2009,Misc,MTV Games
Rocky Balboa,PSP,2007,Sports,Ubisoft
The Lord of the Rings: Conquest,DS,2009,Action,Electronic Arts
PriPara Mezase! Idol Grand Prix No.1!,3DS,2015,Misc,Takara Tomy
National Geographic Challenge!,Wii,2011,Misc,Black Bean Games
Robotech: Invasion,PS2,2004,Shooter,Global Star
Hole in the Wall: Deluxe Edition,X360,2011,Misc,Ubisoft
Dr. Seuss' The Cat in the Hat,XB,2003,Misc,Vivendi Games
Rogue Warrior,X360,2009,Shooter,Bethesda Softworks
Irozuki Tingle no Koi no Balloon Trip,DS,2009,Adventure,Nintendo
Master of the Monster Lair,DS,2007,Role-Playing,Rising Star Games
Hellboy: The Science of Evil,X360,2008,Action,Konami Digital Entertainment
Murdered: Soul Suspect,X360,2014,Action,Square Enix
X-Men: Destiny,Wii,2011,Action,Activision
Starsky & Hutch,GC,2003,Racing,BAM! Entertainment
Final Fantasy I & II,NES,1994,Role-Playing,Square
Rugby 15,PS4,2015,Sports,Bigben Interactive
Langrisser IV,SAT,1997,Strategy,NCS
FoxKids.com Micro Maniacs Racing,PS,2000,Racing,Codemasters
Cats & Dogs: The Revenge of Kitty Galore,DS,2010,Action,505 Games
Hexen: Beyond Heretic,PS,1997,Shooter,GT Interactive
Arcade Party Pak,PS,1999,Misc,Midway Games
Kotoba no Puzzle: Mojipittan Daijiten,PSP,2004,Puzzle,Namco Bandai Games
Yamaha Supercross,DS,2009,Racing,Zoo Digital Publishing
Picross 3D 2,3DS,2015,Puzzle,Nintendo
Hitman Trilogy,PS2,2007,Action,Eidos Interactive
Dragon Quest & Final Fantasy in Itadaki Street Portable,PSP,2006,Misc,Square Enix
Tetris Evolution,X360,2007,Puzzle,THQ
Patapon 2,PSP,2008,Misc,Sony Computer Entertainment
Cabela's Adventure Camp,PS3,2011,Misc,Activision
Attack of the Movies 3D,Wii,2010,Shooter,Majesco Entertainment
Railroad Tycoon II,PS,1999,Strategy,PopTop Software
Angry Birds Star Wars,WiiU,2013,Strategy,Activision
Hysteria Hospital: Emergency Ward,DS,2009,Action,Oxygen Interactive
The Cheetah Girls: Pop Star Sensations,DS,2007,Misc,Disney Interactive Studios
Transformer: Rise of the Dark Spark,XOne,2014,Action,Activision
Kirarin * Revolution: Kira Kira Idol Audition,DS,2006,Simulation,Konami Digital Entertainment
Ranma 1/2: Akanekodan Teki Hihou,SNES,1993,Role-Playing,TOHO
The BIGS,PSP,2007,Sports,Take-Two Interactive
Blades of Time,X360,2012,Action,Konami Digital Entertainment
My Boyfriend,DS,2008,Simulation,DTP Entertainment
Scribblenauts Unmasked: A DC Comics Adventure,WiiU,2013,Puzzle,Warner Bros. Interactive Entertainment
Victory Zone,PS,1995,Misc,Sony Computer Entertainment
Rengoku: The Tower of Purgatory,PSP,2005,Action,Konami Digital Entertainment
Goal Storm '97,PS,1996,Sports,Konami Digital Entertainment
Paws & Claws: Pet Resort,Wii,2009,Simulation,THQ
Dynasty Warriors Advance,GBA,2005,Action,Nintendo
Pachi-Slot Aruze Oukoku 3,PS,2000,Misc,Aruze Corp
Science Papa,DS,2009,Misc,Activision
Tournament Pool,Wii,2009,Sports,Destineer
Cabela's North American Adventures,X360,2010,Sports,Activision
Aqua Aqua,PS2,2000,Puzzle,3DO
Viewtiful Joe: Double Trouble!,DS,2005,Action,Capcom
Tom Clancy's Splinter Cell: Conviction,PC,2010,Action,Ubisoft
Mega Man Zero 4,GBA,2005,Platform,Capcom
Black Bass with Blue Marlin,PS,1999,Sports,Starfish
Mega Man Battle Network 5: Double Team DS (JP sales),DS,2005,Role-Playing,Nintendo
Utawarerumono: Chiriyukusha e no Komoriuta,PS2,2006,Adventure,Aqua Plus
Hyper Formation Soccer,PS,1995,Sports,Human Entertainment
Tiger Woods PGA Tour 06,GC,2005,Sports,Electronic Arts
Jupiter Strike,PS,1994,Shooter,Acclaim Entertainment
Sudokuro,DS,2007,Puzzle,Crave Entertainment
BlazBlue: Continuum Shift II,3DS,2011,Fighting,PQube
Saigo no Yakusoku no Monogatari,PSP,2011,Role-Playing,Unknown
The Book of Unwritten Tales,PC,2009,Adventure,HMH Interactive
Metal Gear Solid Integral,PS,1999,Adventure,Konami Digital Entertainment
Naruto Shippuden 3D: The New Era,3DS,2011,Action,505 Games
FIFA World Cup Germany 2006,PSP,2006,Sports,Electronic Arts
Disney's Chicken Little: Ace In Action,Wii,N/A,Shooter,Disney Interactive Studios
Lego Star Wars: The Force Awakens,X360,2016,Action,Warner Bros. Interactive Entertainment
Reign of Fire,GC,2002,Shooter,BAM! Entertainment
Rock Band Track Pack: Classic Rock,PS3,2009,Misc,MTV Games
Rock Revolution,DS,2008,Misc,Konami Digital Entertainment
Big League Sports: Summer,DS,2009,Sports,Activision
Tom Clancy's HAWX 2,Wii,2010,Action,Ubisoft
Sakura Wars,DC,2000,Adventure,Sega
Jampack Volume 14 (RP-T),PS2,2006,Misc,Sony Computer Entertainment
Pro Yakyuu Team o Tsukurou! 2,DS,2009,Sports,Sega
Mace Griffin: Bounty Hunter,XB,2003,Shooter,Electronic Arts
Martian Gothic: Unification,PS,2001,Adventure,Take-Two Interactive
Woody Woodpecker Racing,PS,1999,Racing,Konami Digital Entertainment
Final Fantasy XII International Zodiac Job System,PS2,2007,Role-Playing,Square Enix
Barbie in The 12 Dancing Princesses,DS,2007,Adventure,Activision
Fight Club,XB,2004,Fighting,Vivendi Games
Carnage Heart,PS,1995,Strategy,Sony Computer Entertainment
Grand Theft Auto: Mission Pack #1; London 1969,PS,1998,Adventure,Take-Two Interactive
Kamen Rider: Climax Heroes,PS2,2009,Fighting,Namco Bandai Games
Robotics;Notes,PS3,2012,Adventure,5pb
Disney Channel Collection Vol. 1,GBA,2004,Misc,N/A
Total Immersion Racing,PS2,2002,Racing,Empire Interactive
Virtual Hydlide,SAT,1995,Role-Playing,Sega
World Series of Poker: Tournament of Champions 2007 Edition,PSP,2006,Misc,Activision
Tales of the World: Reve Unitia,3DS,2014,Role-Playing,Namco Bandai Games
Karaoke Revolution,PS3,2009,Misc,Konami Digital Entertainment
Warriors Orochi 3,PSP,2012,Action,Ubisoft Annecy
The Bachelor: The Videogame,Wii,2010,Misc,Warner Bros. Interactive Entertainment
Space Invaders,GBA,2002,Shooter,Activision
BlazBlue: Chrono Phantasma,PSV,2014,Fighting,Arc System Works
Digimon Digital Card Battle,PS,1999,Strategy,Namco Bandai Games
Toukiden 2,PSV,2016,Action,Tecmo Koei
Earth Defense Force 2: Invaders from Planet Space,PSV,2014,Action,Xseed Games
Kuroko's Basketball: Miracle Game,PSP,2012,Sports,Namco Bandai Games
Dreamer Series: Top Model,DS,2009,Simulation,DreamCatcher Interactive
Jikkyou Powerful Pro Yakyuu 13 Ketteiban,PS2,2006,Sports,Konami Digital Entertainment
Shovel Knight,WiiU,2015,Platform,Yacht Club Games
Yuusha no Kuse ni Namaikida Or 3D,PSP,2010,Strategy,Sony Computer Entertainment
The First Templar,X360,2011,Action,Kalypso Media
X-Men: The Official Game,DS,2006,Action,Activision
Dead to Rights II,XB,2005,Shooter,Electronic Arts
Petz Fashion: Dogz & Catz,DS,2009,Simulation,Ubisoft
Project: Horned Owl,PS,1995,Shooter,Sony Computer Entertainment
Mobile Suit Gundam Age: Universe Accel / Cosmic Drive,PSP,2012,Action,Namco Bandai Games
Child of Light,PSV,2014,Role-Playing,Ubisoft
SingStar Guitar,PS3,2010,Misc,Sony Computer Entertainment
Dragon Ball Z Super Gokuden: Kakusei-Hen,SNES,1995,Role-Playing,Namco Bandai Games
Help Wanted: 50 Wacky Jobs,Wii,2008,Simulation,Hudson Soft
Busou Shinki: Battle Masters Mk. 2,PSP,2011,Action,Konami Digital Entertainment
Cabela's Dangerous Hunts 2,XB,2005,Sports,Activision
Fairy Tail: Portable Guild,PSP,2010,Fighting,Konami Digital Entertainment
Champion Jockey: G1 Jockey & Gallop Racer,Wii,2011,Sports,Tecmo Koei
SimCity 2000,GBA,2003,Simulation,Zoo Digital Publishing
Brunswick Circuit Pro Bowling 2,PS,2000,Sports,THQ
D,PS,1995,Adventure,Acclaim Entertainment
Winning Eleven: Pro Evolution Soccer 2007,X360,2006,Sports,Konami Digital Entertainment
Ennichi no Tatsujin,Wii,2006,Misc,Namco Bandai Games
Squinkies 2: Adventure Mall Surprize!,DS,2011,Platform,Activision
Wizardry VI: Bane of the Cosmic Forge,SNES,1995,Role-Playing,ASCII Entertainment
Power Pocket Koushien,DS,2005,Sports,Konami Digital Entertainment
Gravity Games Bike: Street Vert Dirt,PS2,2002,Sports,Midway Games
Contact,DS,2006,Role-Playing,Rising Star Games
Pro Yaky? Spirits 2010,PS2,2010,Sports,Konami Digital Entertainment
Princess Debut,DS,2008,Misc,Cave
My First Dollhouse,DS,2010,Misc,505 Games
Cloudy With a Chance of Meatballs,PS3,2009,Platform,Ubisoft
Family Party: 30 Great Games,Wii,2008,Misc,D3Publisher
Top Spin,PS2,2005,Sports,Take-Two Interactive
Derby Stallion P,PSP,2006,Sports,Enterbrain
Kenka Bancho Bros: Tokyo Battle Royale,PSP,2012,Action,Spike
UFC: Tapout 2,XB,2003,Fighting,Capcom
Adventure Time: Finn & Jake Investigations,PS3,2015,Action,Little Orbit
Kamen Rider: Battride War II,PS3,2014,Action,Namco Bandai Games
Kirarin * Revolution: Tsukutte Misechao! Kime * Kira Stage,DS,2007,Simulation,Konami Digital Entertainment
Thrillville: Off the Rails,PSP,2007,Strategy,LucasArts
Imagine: Soccer Captain,DS,2009,Sports,Ubisoft
Jikkyou Powerful Pro Yakyuu 10,GC,2003,Sports,Konami Digital Entertainment
Vexx,XB,2003,Platform,Acclaim Entertainment
F1 Career Challenge,PS2,2003,Racing,Electronic Arts
Taiko no Tatsujin: V Version,PSV,2015,Action,Namco Bandai Games
Pariah,XB,2005,Action,Hip Interactive
Cabela's Outdoor Adventures,XB,2005,Sports,Zoo Digital Publishing
Agatha Christie: The ABC Murders,DS,2009,Adventure,JoWood Productions
Metal Slug 3,XB,2004,Shooter,Ignition Entertainment
The Smurfs 2,Wii,2013,Platform,Ubisoft
Motocross Mania 3,PS2,2004,Racing,Take-Two Interactive
Fatal Frame 2: Wii Edition,Wii,2012,Action,Nintendo
Dancing on Ice,Wii,2010,Sports,Ghostlight
Pro Yakyuu Famista DS 2009,DS,2009,Sports,Namco Bandai Games
Banjo-Pilot,GBA,2005,Racing,THQ
Family Feud: 2012 Edition,X360,2011,Misc,Ubisoft
Gallop Racer 2006,PS2,2005,Sports,Tecmo Koei
Army Corps of Hell,PSV,2011,Action,Square Enix
Frogger: Ancient Shadow,PS2,2005,Platform,Konami Digital Entertainment
Digimon Story: Lost Evolution,DS,2010,Role-Playing,Namco Bandai Games
Exit DS,DS,2008,Puzzle,Square Enix
Ski-Doo Snowmobile Challenge,PS3,2009,Racing,PQube
Universe at War: Earth Assault,X360,2008,Action,Sega
Despicable Me: The Game,PS2,2010,Platform,D3Publisher
Metal Arms: Glitch in the System,GC,2003,Shooter,Vivendi Games
The Whispered World,PC,2009,Adventure,Deep Silver
Tom Clancy's Splinter Cell: Chaos Theory,GC,2005,Action,Ubisoft
Learn Chess,DS,2009,Misc,DreamCatcher Interactive
Happy Feet Two,PS3,N/A,Action,Warner Bros. Interactive Entertainment
Escape From Monkey Island,PS2,2001,Adventure,LucasArts
